#{"t_start": 1774194196.1778681, "env_id": null}
r,l,t
2563.92,378,1090.937339
2713.9,400,1092.703234
2320.334,350,1094.254285
2576.92,377,1095.944681
2704.4,398,1097.715518
2553.6,383,1099.424312
3174.76,450,1101.480564
2881.39,411,1103.393973
3004.32,432,1105.315975
2061.02,322,1106.770596
2522.72,376,1108.490662
2141.548,338,1110.097813
2613.2,387,1112.11012
1863.4,300,1113.517346
2502.8,375,1115.236204
2292.4,350,1117.013422
2691.740861,400,1119.032218
2585.2,383,1120.993157
2550.54,377,1122.89872
2887.16,416,1125.092146
2312.48,350,1127.000252
2285.0,350,1128.72708
2059.38,318,1130.289468
2388.5,355,1132.148721
2318.2,350,1134.012108
2166.0,332,1135.815306
3381.824,476,1138.38706
1864.68,300,1139.78135
3042.4,431,1141.827124
2480.1,369,1143.523489
2589.6,385,1145.217233
2281.16,350,1146.875968
2724.1,400,1148.736048
2749.6,400,1150.528483
3217.58,450,1152.489179
2469.196207,363,1154.129785
2235.6,345,1155.66467
2097.0,327,1157.066707
2135.3,326,1158.451134
2327.4,350,1160.065586
2285.3,349,1161.580606
1818.0,295,1162.863252
1845.7,300,1164.211112
2241.36,346,1165.837811
2322.8,353,1167.417215
2608.7,386,1169.074364
1676.6,282,1170.459915
2339.1,350,1171.998335
3568.235,499,1174.229052
2620.11,386,1176.60827
2236.74,342,1178.655998
2729.22,400,1181.014791
2708.2,400,1182.864437
2739.0,400,1184.967656
2150.7,331,1186.896038
1671.2,275,1188.128492
2350.52,351,1189.694471
2369.76,353,1191.265138
2489.704,367,1192.901948
2630.92,385,1194.738145
2338.9,350,1196.312668
2581.3,381,1198.217322
2672.5,392,1199.994232
2727.8,400,1201.744652
2723.8,400,1203.924645
2822.1,406,1205.717806
2271.16,350,1207.271234
2756.14,400,1209.079413
2637.64,391,1210.980049
3311.2,459,1213.132123
2292.8,350,1214.716046
2279.3,350,1216.272125
1741.1,284,1217.491258
1661.7,276,1218.678014
1866.59,300,1219.96655
2717.1,400,1221.735882
3264.08,457,1223.746061
2729.5,400,1225.542548
2075.0,322,1227.037523
2124.74,330,1228.518519
3212.78,450,1230.499707
1979.8,314,1231.883423
2709.8,394,1233.592174
2746.549076,400,1235.381114
2288.664,350,1237.233482
2578.7,375,1238.904533
2298.2,350,1240.4695
1910.0,302,1241.791507
2469.79,368,1243.385725
2677.72,400,1245.197285
1597.8,267,1246.362389
2727.24,398,1248.102121
2733.9,400,1249.868537
2291.9,350,1251.439302
2713.3,400,1253.380933
2230.63,342,1254.889905
3013.2,424,1256.732285
2742.8,400,1258.432822
2425.6,366,1260.032612
2275.907787,350,1261.616246
2731.8,401,1263.386808
2325.864,356,1265.002196
2692.7978,400,1266.855322
2222.6,338,1268.377673
3196.0,450,1270.426962
2744.2,400,1272.21284
2294.2,347,1273.731219
2714.12,400,1275.482944
2710.7,400,1277.269883
2595.2,384,1279.068542
2399.0,358,1280.672159
2325.76,354,1282.244044
2307.05666,350,1283.777154
2610.164,390,1285.556125
2603.596,388,1287.317384
3108.647314,457,1289.36221
2343.2,362,1290.979766
2789.24,401,1292.722498
2689.1,400,1294.481004
2702.44,400,1296.613699
2838.5,414,1298.497277
2376.768168,359,1300.12016
2493.31,375,1301.822739
3122.56,450,1303.864588
3357.54,474,1306.052398
2721.7,400,1308.052079
2849.282,416,1309.926286
2712.44,400,1311.667034
2701.8,400,1313.45116
1934.8,305,1314.83322
2316.6,350,1316.358419
2639.38,389,1318.076844
2141.425,333,1319.554106
2854.4,410,1321.398288
2224.7,345,1323.003772
2265.8,346,1324.545087
3193.52,450,1326.540626
3141.1,448,1328.561228
2709.4,397,1330.381434
2778.72,407,1332.149199
2394.74,365,1333.848333
2282.4,350,1335.52711
2738.4,400,1337.312567
2356.46,350,1338.913208
2947.52,423,1340.796374
3603.702,500,1343.117532
2263.25,347,1344.714011
2615.936,388,1346.508649
2405.5,358,1348.155885
2554.58,382,1349.831301
2694.967076,400,1351.626191
2592.36,380,1353.294358
3184.3393,454,1355.427315
2719.1825,400,1357.233021
3419.4,480,1359.33721
2690.0,400,1361.117436
2862.191658,415,1362.934077
2384.0,360,1364.609548
2711.24,400,1366.453346
2807.2,406,1368.241484
3114.74,448,1370.278105
3128.13,450,1372.357248
2047.16,322,1373.960501
2934.481143,424,1375.873473
2681.19,400,1377.675096
3093.5,450,1379.706928
2286.98,350,1381.273658
2437.48,366,1382.9559
2828.46,408,1384.743185
2436.8,366,1386.363908
2280.274,347,1387.936565
2365.0,356,1389.786341
2336.86,359,1391.361433
1687.8,283,1392.581175
1880.18,300,1393.974528
3410.0,483,1396.151353
2272.3,350,1398.186077
1842.8,297,1399.498365
2085.0,323,1400.932759
3027.6244,436,1402.827152
3033.2,431,1404.72318
2615.13804,389,1406.450336
2548.912,379,1408.121367
3208.456958,450,1410.129176
3176.4,450,1412.168576
2308.21264,350,1413.725941
2786.70746,402,1415.561041
2296.0,350,1417.282787
2912.25084,423,1419.185199
2941.78,423,1421.124656
2298.186758,350,1422.69308
2285.6,350,1424.236346
2836.6,415,1426.10863
2558.4,376,1427.861055
2319.28,350,1429.421139
3040.48,434,1431.343767
2706.254,400,1433.095169
3552.79,500,1435.320432
2139.2,327,1436.923231
2297.6,350,1438.634743
2299.8,352,1440.242
2643.514,398,1442.116327
3173.4,450,1444.171072
1761.01,287,1445.496183
2176.326,338,1447.138627
2702.5,397,1449.060567
2909.0,420,1450.984378
2976.6,424,1452.878946
2637.1,396,1454.716288
3303.98,467,1456.834186
3139.22,447,1458.89064
2738.2,400,1460.813166
2275.1,350,1462.552425
3130.19,450,1464.600129
2785.68,404,1466.471204
2502.2,368,1468.14458
3065.9,434,1470.289135
2932.22,424,1472.26888
2313.0,350,1473.842371
2330.7,352,1475.574531
1883.65,303,1477.085043
2709.5,400,1478.934451
2709.16,393,1481.313103
2293.7,350,1482.916035
3163.04,450,1485.007354
2431.6,364,1486.645429
2731.6,400,1488.451015
2904.1,417,1490.609342
3728.31835,525,1493.061363
2278.274,350,1494.682449
2099.2,324,1496.189263
3303.665761,487,1498.499463
3188.184,450,1500.707453
3107.4,450,1502.818345
2532.5,379,1504.530146
2695.9,400,1507.043945
2314.64,350,1512.768985
2739.251,400,1514.43485
2143.36,335,1515.88144
2693.66,401,1517.870227
2999.448,438,1519.661663
2868.82,419,1521.330114
2725.6,400,1522.897269
2744.0,400,1524.457357
2288.4,350,1526.052356
2798.7196,403,1527.992014
2467.5,377,1529.586003
2271.2,350,1531.041833
2674.4,400,1532.691321
2645.32,400,1534.445133
2595.6,385,1536.081052
3155.13,450,1537.959542
2912.9,420,1539.712331
3582.843561,514,1541.870369
2860.3,421,1543.74603
3077.236,450,1545.694397
2486.57182,379,1547.313617
2726.707727,400,1549.034638
2989.208433,450,1550.911806
2237.84,346,1552.349984
2794.7996,413,1554.15855
2696.88,400,1555.936684
2748.190465,403,1557.678959
2830.694,415,1559.472265
2653.1622,400,1561.187061
2666.18,400,1562.91476
2959.327003,450,1564.806143
2463.431996,380,1566.394566
2387.39,367,1567.944368
2227.5,350,1569.471498
3081.56,450,1571.346242
2216.44,350,1572.812602
2670.08828,400,1574.442355
3332.253895,476,1576.391373
2230.91,350,1577.826107
2971.080014,450,1579.706094
2628.797354,402,1581.519668
2641.2016,397,1583.207168
2316.2976,351,1584.631254
2275.0,358,1586.107462
3001.66756,448,1587.941406
2928.89242,430,1589.724443
2448.881359,374,1591.290491
2596.8966,400,1592.961248
3424.9869,500,1595.127167
2155.5,341,1596.582055
3090.61062,451,1598.467993
2349.3014,359,1599.96178
2520.5095,390,1601.630117
2922.565585,435,1603.447414
1865.9,300,1604.678173
3020.54,435,1606.508407
2277.426,350,1607.978709
2666.32609,400,1609.667724
3009.114,436,1611.584602
2257.196,350,1613.057332
2982.14,431,1614.816112
3051.537038,450,1616.714104
2940.182,435,1618.538623
2604.108112,387,1620.163996
2481.4,379,1621.782447
3220.576,464,1623.935061
2471.3389,375,1625.625991
2332.40758,350,1627.145876
2805.014735,406,1629.025459
2714.6,400,1630.953708
2715.174,400,1632.86756
2722.363558,400,1634.954433
1821.38062,300,1636.469694
2365.7114,360,1638.399568
3048.16,436,1640.302151
3120.0,450,1642.198462
3097.54,450,1644.11183
3941.554,550,1646.396767
2705.51,400,1648.07173
2635.216348,392,1649.730005
3171.0,450,1651.649929
2941.456,432,1653.453098
3215.54,458,1655.443207
1927.022,302,1656.827258
2317.166,354,1658.445021
3088.062,449,1660.370415
2722.79348,400,1662.039761
3176.8544,452,1663.888973
3274.769,464,1665.760161
2712.9,400,1667.45875
3099.4026,450,1669.536067
2948.6,427,1671.459544
3093.86,450,1673.41254
3277.28,466,1675.405435
3006.1338,441,1677.25311
3259.534,466,1679.227417
2679.92,400,1680.931344
2831.729348,413,1682.687178
2709.199935,400,1684.391252
2705.014,400,1686.076126
2786.964632,408,1687.805354
2928.09568,429,1689.648909
2535.48,375,1691.245951
3086.063888,453,1693.135551
3158.242732,450,1695.057263
3121.6,450,1696.995969
3028.0,432,1698.831062
1976.58,311,1700.178092
2176.16538,350,1701.659629
2579.511079,385,1703.280996
2525.2,381,1704.898473
2023.563795,324,1706.267245
2636.0708,400,1707.962261
3052.878733,450,1709.853694
3160.04,450,1711.784344
2523.89,376,1713.356169
3169.3,450,1715.242212
2718.676,400,1717.098406
2400.8,361,1718.744214
1696.71,285,1719.89754
2620.712621,386,1721.537661
2386.74,358,1723.05671
2770.0,401,1724.785542
2203.2014,342,1726.237289
2545.28,379,1727.832204
2263.4,350,1729.336945
2298.62,350,1730.845624
1952.2,312,1732.189247
2668.8,389,1733.910215
2978.0,422,1735.674323
2310.52,350,1737.194906
2753.5,400,1738.866258
3194.2,450,1740.809685
2103.6,326,1742.362339
2157.8,330,1743.806164
2292.2,350,1745.347488
2238.2,342,1746.81583
2286.9,350,1748.359169
2281.6,350,1749.847462
2628.036,385,1751.499794
2453.02,374,1753.168436
2317.76,350,1754.717525
2173.72,335,1756.113593
2745.8,400,1757.788585
2654.06,394,1759.436209
2736.2,400,1761.276828
2375.8544,361,1763.331466
2869.2,417,1765.088232
3133.888929,450,1766.992135
2803.34,405,1768.673943
1885.9,300,1769.9205
2125.0,329,1771.305145
1878.4,300,1772.565018
2756.6,400,1774.258925
2332.0,350,1775.845026
2860.03,417,1777.608585
2457.944,367,1779.144662
2542.69,379,1780.865251
2478.38,367,1782.840361
2920.2,428,1784.98906
1991.3,312,1786.306055
2814.27,404,1788.010879
2833.4,410,1789.734889
1673.0,275,1790.874403
2257.44,350,1792.412316
3501.53,489,1794.609579
2212.0,339,1796.063989
2535.05,379,1797.701271
2651.33,393,1799.41429
2229.8479,350,1800.91853
2110.088,331,1802.363161
2475.688,374,1803.983645
2318.7,350,1805.588147
2427.526163,363,1807.186887
2489.762,378,1808.920195
3150.844,450,1810.969377
2681.364,400,1812.674726
2708.2,400,1814.319248
2702.2,400,1816.007533
2363.275,360,1817.523593
2830.53,415,1819.267578
2701.0,400,1820.934981
2738.14,400,1822.616245
2730.2,400,1824.283945
2521.209958,378,1825.872657
2638.600477,393,1827.5074
2474.4,372,1829.03135
3477.204205,490,1831.062174
2469.0,368,1832.564339
2642.0,400,1834.19007
2331.8,358,1835.676267
2237.75742,346,1837.124732
1761.62,285,1838.29733
2953.84,431,1840.084375
2729.112,402,1841.75964
1995.239884,310,1843.037752
1947.0,310,1844.314227
2845.2,412,1846.029643
3182.232,450,1847.917667
3038.1,435,1849.709113
2307.5,350,1851.162422
2156.04,331,1852.529878
2715.509,400,1854.20198
2098.6,325,1855.533348
2954.6,419,1857.319735
2787.156,408,1859.025306
3153.17,450,1860.859362
2896.42,419,1862.568753
2740.887578,400,1864.155977
2667.2,394,1865.735008
3086.72,450,1867.578725
2421.22,360,1869.098683
2666.0,393,1870.704185
3133.12,450,1872.588291
3336.172038,473,1874.508047
2778.632,400,1876.276034
1822.0141,300,1877.529291
2359.025584,353,1878.987663
3167.57,450,1880.866269
2096.4,326,1882.203447
2725.02,400,1883.846071
2287.6,350,1885.267651
2685.64,396,1886.929452
2008.2,313,1888.26325
2277.1,346,1889.72857
2241.2,341,1891.12877
1788.4,292,1892.341425
2416.2,357,1893.813785
2638.48,391,1895.475931
2155.7,331,1896.926929
2455.4,367,1898.407387
2727.74,400,1900.055362
2915.06,420,1901.816146
2781.25,400,1903.450217
2500.231171,371,1905.004995
2100.07,328,1906.36771
2997.7332,426,1908.177554
2735.5008,400,1909.860037
2382.218,353,1911.322825
2858.68,415,1913.065259
2163.8,330,1914.412124
2311.336,351,1915.866622
2761.2,400,1917.528147
2452.569,368,1919.06991
2531.2,378,1920.642821
